reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
2,2020-03-06,B,,,,,,,,,,,60.0,,,,
2,2020-03-06,C,,,,,,,,,,,18.0,,,,
2,2020-03-06,D,,,,,,,,,,,12.0,,,,
2,2020-03-06,E,,,,,,,,,,,20.0,,,,
3,2020-03-06,0,,286.0,,,,138.0,148.0,,,,,,,,
3,2020-03-06,A,,94.0,,,,,,,,,,,,,
3,2020-03-06,B,,115.0,,,,,,,,,,,,,
3,2020-03-06,C,,53.0,,,,,,,,,,,,,
3,2020-03-06,D,,10.0,,,,,,,,,,,,,
3,2020-03-06,E,,14.0,,,,,,,,,,,,,
4,2020-03-06,0,4.0,568.0,4.0,1.0,3.0,290.0,278.0,1.0,3.0,,,,,,
4,2020-03-06,A,1.0,139.0,1.0,,,,,,,,,,,,
4,2020-03-06,B,2.0,198.0,2.0,,,,,,,,,,,,
4,2020-03-06,C,1.0,133.0,1.0,,,,,,,,,,,,
4,2020-03-06,D,,48.0,,,,,,,,,,,,,
4,2020-03-06,E,,50.0,,,,,,,,,,,,,
6,2020-03-06,0,,138.0,,,,70.0,68.0,,,,,,,,
6,2020-03-06,A,,53.0,,,,,,,,,,,,,
6,2020-03-06,B,,61.0,,,,,,,,,,,,,
6,2020-03-06,C,,18.0,,,,,,,,,,,,,
6,2020-03-06,D,,4.0,,,,,,,,,,,,,
6,2020-03-06,E,,2.0,,,,,,,,,,,,,
7,2020-03-06,0,,19.0,,,,10.0,9.0,,,,,,,,
7,2020-03-06,A,,1.0,,,,,,,,,,,,,
7,2020-03-06,B,,13.0,,,,,,,,,,,,,
7,2020-03-06,C,,5.0,,,,,,,,,,,,,
7,2020-03-06,D,,,,,,,,,,,,,,,
7,2020-03-06,E,,,,,,,,,,,,,,,
8,2020-03-06,0,,27.0,,,,13.0,14.0,,,,,,,,
8,2020-03-06,A,,9.0,,,,,,,,,,,,,
8,2020-03-06,B,,10.0,,,,,,,,,,,,,
8,2020-03-06,C,,5.0,,,,,,,,,,,,,
8,2020-03-06,D,,3.0,,,,,,,,,,,,,
8,2020-03-06,E,,,,,,,,,,,,,,,
11,2020-03-06,0,46.0,7155.0,22.0,23.0,23.0,3751.0,3404.0,11.0,11.0,11.0,1832.0,7.0,4.0,813.0,1012.0
11,2020-03-06,A,5.0,1836.0,3.0,,,,,,,2.0,656.0,,,,
11,2020-03-06,B,12.0,2779.0,1.0,,,,,,,7.0,721.0,,,,
11,2020-03-06,C,11.0,1346.0,3.0,,,,,,,2.0,234.0,,,,
11,2020-03-06,D,5.0,462.0,4.0,,,,,,,,81.0,,,,
11,2020-03-06,E,13.0,732.0,11.0,,,,,,,,125.0,,,,
24,2020-03-06,0,,1695.0,,,,846.0,848.0,,,,454.0,,,191.0,263.0
24,2020-03-06,A,,376.0,,,,,,,,,114.0,,,,
24,2020-03-06,B,,612.0,,,,,,,,,242.0,,,,
24,2020-03-06,C,,279.0,,,,,,,,,64.0,,,,
24,2020-03-06,D,,138.0,,,,,,,,,11.0,,,,
24,2020-03-06,E,,290.0,,,,,,,,,22.0,,,,
27,2020-03-06,0,38.0,1971.0,13.0,14.0,24.0,1007.0,964.0,5.0,8.0,1.0,372.0,,1.0,164.0,206.0
27,2020-03-06,A,2.0,319.0,,,,,,,,,98.0,,,,
27,2020-03-06,B,16.0,688.0,2.0,,,,,,,,132.0,,,,
27,2020-03-06,C,10.0,377.0,3.0,,,,,,,1.0,72.0,,,,
27,2020-03-06,D,2.0,190.0,2.0,,,,,,,,30.0,,,,
27,2020-03-06,E,8.0,397.0,6.0,,,,,,,,34.0,,,,
28,2020-03-06,0,2.0,2237.0,,2.0,,1143.0,1094.0,,,2.0,629.0,2.0,,263.0,365.0
28,2020-03-06,A,2.0,537.0,,,,,,,,,187.0,,,,
28,2020-03-06,B,,783.0,,,,,,,,2.0,294.0,,,,
28,2020-03-06,C,,374.0,,,,,,,,,84.0,,,,
28,2020-03-06,D,,185.0,,,,,,,,,23.0,,,,
28,2020-03-06,E,,358.0,,,,,,,,,41.0,,,,
32,2020-03-06,0,24.0,3502.0,2.0,9.0,15.0,1780.0,1722.0,1.0,1.0,1.0,1333.0,,1.0,599.0,734.0
32,2020-03-06,A,,832.0,,,,,,,,,434.0,,,,
32,2020-03-06,B,15.0,1255.0,,,,,,,,,598.0,,,,
32,2020-03-06,C,8.0,651.0,1.0,,,,,,,,186.0,,,,
32,2020-03-06,D,,280.0,,,,,,,,1.0,48.0,,,,
32,2020-03-06,E,1.0,484.0,1.0,,,,,,,,62.0,,,,
44,2020-03-06,0,28.0,3413.0,14.0,10.0,18.0,1713.0,1699.0,4.0,10.0,4.0,677.0,2.0,2.0,299.0,377.0
44,2020-03-06,A,3.0,823.0,,,,,,,,,219.0,,,,
44,2020-03-06,B,8.0,1104.0,,,,,,,,2.0,275.0,,,,
44,2020-03-06,C,9.0,630.0,7.0,,,,,,,2.0,100.0,,,,
44,2020-03-06,D,2.0,320.0,1.0,,,,,,,,30.0,,,,
44,2020-03-06,E,6.0,536.0,6.0,,,,,,,,50.0,,,,
52,2020-03-06,0,38.0,1731.0,10.0,19.0,19.0,895.0,836.0,6.0,4.0,1.0,547.0,1.0,,240.0,302.0
52,2020-03-06,A,5.0,368.0,,,,,,,,,145.0,,,,
52,2020-03-06,B,19.0,609.0,4.0,,,,,,,,215.0,,,,
52,2020-03-06,C,5.0,291.0,,,,,,,,1.0,78.0,,,,
52,2020-03-06,D,3.0,159.0,1.0,,,,,,,,29.0,,,,
52,2020-03-06,E,6.0,303.0,5.0,,,,,,,,80.0,,,,
53,2020-03-06,0,71.0,1905.0,2.0,21.0,50.0,969.0,936.0,1.0,1.0,,386.0,,,171.0,215.0
53,2020-03-06,A,17.0,454.0,1.0,,,,,,,,92.0,,,,
53,2020-03-06,B,28.0,644.0,,,,,,,,,161.0,,,,
53,2020-03-06,C,15.0,303.0,1.0,,,,,,,,60.0,,,,
53,2020-03-06,D,8.0,165.0,,,,,,,,,18.0,,,,
53,2020-03-06,E,3.0,339.0,,,,,,,,,55.0,,,,
75,2020-03-06,0,19.0,3479.0,2.0,9.0,10.0,1751.0,1728.0,,2.0,3.0,1299.0,1.0,2.0,557.0,742.0
75,2020-03-06,A,1.0,533.0,,,,,,,,1.0,325.0,,,,
75,2020-03-06,B,5.0,1188.0,,,,,,,,1.0,552.0,,,,
75,2020-03-06,C,10.0,682.0,2.0,,,,,,,1.0,202.0,,,,
75,2020-03-06,D,2.0,389.0,,,,,,,,,73.0,,,,
75,2020-03-06,E,1.0,687.0,,,,,,,,,147.0,,,,
76,2020-03-06,0,8.0,3904.0,2.0,3.0,5.0,2017.0,1887.0,1.0,1.0,,427.0,,,173.0,254.0
76,2020-03-06,A,1.0,824.0,,,,,,,,,162.0,,,,
76,2020-03-06,B,3.0,1381.0,1.0,,,,,,,,172.0,,,,
76,2020-03-06,C,1.0,743.0,,,,,,,,,46.0,,,,
76,2020-03-06,D,2.0,349.0,,,,,,,,,19.0,,,,
76,2020-03-06,E,1.0,607.0,1.0,,,,,,,,28.0,,,,
84,2020-03-06,0,5.0,4746.0,3.0,1.0,4.0,2431.0,2315.0,,3.0,,1127.0,,,489.0,635.0
84,2020-03-06,A,,908.0,,,,,,,,,247.0,,,,
84,2020-03-06,B,2.0,1799.0,,,,,,,,,470.0,,,,
84,2020-03-06,C,,861.0,,,,,,,,,187.0,,,,
84,2020-03-06,D,1.0,420.0,1.0,,,,,,,,57.0,,,,
84,2020-03-06,E,2.0,758.0,2.0,,,,,,,,166.0,,,,
93,2020-03-06,0,32.0,3723.0,22.0,17.0,15.0,1936.0,1784.0,13.0,9.0,,896.0,,,368.0,528.0
93,2020-03-06,A,2.0,893.0,2.0,,,,,,,,260.0,,,,
93,2020-03-06,B,11.0,1265.0,8.0,,,,,,,,324.0,,,,
93,2020-03-06,C,5.0,666.0,,,,,,,,,135.0,,,,
93,2020-03-06,D,6.0,296.0,4.0,,,,,,,,59.0,,,,
93,2020-03-06,E,8.0,603.0,8.0,,,,,,,,113.0,,,,
94,2020-03-06,0,27.0,208.0,27.0,16.0,11.0,120.0,88.0,16.0,11.0,,18.0,,,9.0,9.0
94,2020-03-06,A,3.0,20.0,3.0,,,,,,,,7.0,,,,
94,2020-03-06,B,13.0,78.0,13.0,,,,,,,,5.0,,,,
94,2020-03-06,C,10.0,57.0,10.0,,,,,,,,3.0,,,,
94,2020-03-06,D,1.0,23.0,1.0,,,,,,,,2.0,,,,
94,2020-03-06,E,,30.0,,,,,,,,,,,,,
1,2020-03-07,0,,260.0,,,,131.0,129.0,,,,,,,,
1,2020-03-07,A,,60.0,,,,,,,,,,,,,
1,2020-03-07,B,,91.0,,,,,,,,,,,,,
1,2020-03-07,C,,54.0,,,,,,,,,,,,,
1,2020-03-07,D,,28.0,,,,,,,,,,,,,
1,2020-03-07,E,,27.0,,,,,,,,,,,,,
2,2020-03-07,0,,,,,,,,,,,133.0,,,53.0,80.0
2,2020-03-07,A,,,,,,,,,,,39.0,,,,
2,2020-03-07,B,,,,,,,,,,,40.0,,,,
2,2020-03-07,C,,,,,,,,,,,20.0,,,,
2,2020-03-07,D,,,,,,,,,,,12.0,,,,
2,2020-03-07,E,,,,,,,,,,,22.0,,,,
3,2020-03-07,0,1.0,294.0,,,1.0,151.0,143.0,,,,,,,,
3,2020-03-07,A,,101.0,,,,,,,,,,,,,
3,2020-03-07,B,1.0,123.0,,,,,,,,,,,,,
3,2020-03-07,C,,53.0,,,,,,,,,,,,,
3,2020-03-07,D,,8.0,,,,,,,,,,,,,
3,2020-03-07,E,,9.0,,,,,,,,,,,,,
4,2020-03-07,0,,540.0,,,,280.0,260.0,,,,,,,,
4,2020-03-07,A,,113.0,,,,,,,,,,,,,
4,2020-03-07,B,,212.0,,,,,,,,,,,,,
4,2020-03-07,C,,123.0,,,,,,,,,,,,,
4,2020-03-07,D,,46.0,,,,,,,,,,,,,
4,2020-03-07,E,,46.0,,,,,,,,,,,,,
6,2020-03-07,0,,122.0,,,,57.0,65.0,,,,,,,,
6,2020-03-07,A,,40.0,,,,,,,,,,,,,
6,2020-03-07,B,,57.0,,,,,,,,,,,,,
6,2020-03-07,C,,17.0,,,,,,,,,,,,,
6,2020-03-07,D,,6.0,,,,,,,,,,,,,
6,2020-03-07,E,,2.0,,,,,,,,,,,,,
7,2020-03-07,0,,20.0,,,,10.0,10.0,,,,,,,,
7,2020-03-07,A,,1.0,,,,,,,,,,,,,
7,2020-03-07,B,,10.0,,,,,,,,,,,,,
7,2020-03-07,C,,8.0,,,,,,,,,,,,,
7,2020-03-07,D,,,,,,,,,,,,,,,
7,2020-03-07,E,,1.0,,,,,,,,,,,,,
8,2020-03-07,0,,34.0,,,,20.0,14.0,,,,,,,,
8,2020-03-07,A,,7.0,,,,,,,,,,,,,
8,2020-03-07,B,,18.0,,,,,,,,,,,,,
8,2020-03-07,C,,7.0,,,,,,,,,,,,,
8,2020-03-07,D,,,,,,,,,,,,,,,
8,2020-03-07,E,,2.0,,,,,,,,,,,,,
11,2020-03-07,0,52.0,6788.0,17.0,23.0,29.0,3645.0,3140.0,6.0,11.0,24.0,2263.0,10.0,14.0,1019.0,1241.0
11,2020-03-07,A,,1695.0,,,,,,,,5.0,872.0,,,,
11,2020-03-07,B,28.0,2858.0,3.0,,,,,,,12.0,782.0,,,,
11,2020-03-07,C,14.0,1223.0,5.0,,,,,,,4.0,323.0,,,,
11,2020-03-07,D,4.0,386.0,4.0,,,,,,,2.0,100.0,,,,
11,2020-03-07,E,6.0,626.0,5.0,,,,,,,1.0,165.0,,,,
24,2020-03-07,0,1.0,1494.0,,,1.0,768.0,726.0,,,1.0,568.0,1.0,,247.0,321.0
24,2020-03-07,A,,314.0,,,,,,,,,173.0,,,,
24,2020-03-07,B,1.0,503.0,,,,,,,,1.0,240.0,,,,
24,2020-03-07,C,,312.0,,,,,,,,,96.0,,,,
24,2020-03-07,D,,125.0,,,,,,,,,19.0,,,,
24,2020-03-07,E,,239.0,,,,,,,,,40.0,,,,
27,2020-03-07,0,27.0,1918.0,15.0,10.0,17.0,1001.0,917.0,6.0,9.0,1.0,480.0,,1.0,226.0,251.0
27,2020-03-07,A,2.0,359.0,2.0,,,,,,,,140.0,,,,
27,2020-03-07,B,13.0,683.0,3.0,,,,,,,,188.0,,,,
27,2020-03-07,C,3.0,404.0,1.0,,,,,,,1.0,70.0,,,,
27,2020-03-07,D,1.0,157.0,1.0,,,,,,,,28.0,,,,
27,2020-03-07,E,8.0,315.0,8.0,,,,,,,,46.0,,,,
28,2020-03-07,0,3.0,2133.0,2.0,2.0,1.0,1157.0,976.0,1.0,1.0,,761.0,,,328.0,433.0
28,2020-03-07,A,,507.0,,,,,,,,,259.0,,,,
28,2020-03-07,B,3.0,782.0,2.0,,,,,,,,301.0,,,,
28,2020-03-07,C,,366.0,,,,,,,,,117.0,,,,
28,2020-03-07,D,,194.0,,,,,,,,,25.0,,,,
28,2020-03-07,E,,284.0,,,,,,,,,59.0,,,,
32,2020-03-07,0,28.0,3107.0,3.0,9.0,19.0,1621.0,1485.0,2.0,1.0,,1371.0,,,639.0,732.0
32,2020-03-07,A,,806.0,,,,,,,,,496.0,,,,
32,2020-03-07,B,18.0,1146.0,2.0,,,,,,,,584.0,,,,
32,2020-03-07,C,8.0,547.0,,,,,,,,,177.0,,,,
32,2020-03-07,D,1.0,229.0,,,,,,,,,46.0,,,,
32,2020-03-07,E,1.0,379.0,1.0,,,,,,,,58.0,,,,
44,2020-03-07,0,32.0,3321.0,23.0,13.0,19.0,1756.0,1561.0,8.0,15.0,17.0,1060.0,6.0,11.0,486.0,572.0
44,2020-03-07,A,1.0,718.0,1.0,,,,,,,3.0,349.0,,,,
44,2020-03-07,B,6.0,1191.0,2.0,,,,,,,9.0,419.0,,,,
44,2020-03-07,C,11.0,624.0,9.0,,,,,,,2.0,131.0,,,,
44,2020-03-07,D,6.0,273.0,5.0,,,,,,,1.0,52.0,,,,
44,2020-03-07,E,8.0,515.0,6.0,,,,,,,2.0,108.0,,,,
52,2020-03-07,0,16.0,1629.0,4.0,7.0,9.0,896.0,731.0,2.0,2.0,2.0,673.0,1.0,1.0,300.0,373.0
52,2020-03-07,A,1.0,340.0,,,,,,,,,210.0,,,,
52,2020-03-07,B,3.0,567.0,,,,,,,,,251.0,,,,
52,2020-03-07,C,8.0,317.0,2.0,,,,,,,,98.0,,,,
52,2020-03-07,D,2.0,155.0,,,,,,,,1.0,36.0,,,,
52,2020-03-07,E,2.0,249.0,2.0,,,,,,,1.0,77.0,,,,
53,2020-03-07,0,60.0,1901.0,,27.0,33.0,1016.0,885.0,,,1.0,603.0,,1.0,252.0,351.0
53,2020-03-07,A,13.0,417.0,,,,,,,,,187.0,,,,
53,2020-03-07,B,23.0,632.0,,,,,,,,,235.0,,,,
53,2020-03-07,C,18.0,370.0,,,,,,,,1.0,82.0,,,,
53,2020-03-07,D,5.0,175.0,,,,,,,,,37.0,,,,
53,2020-03-07,E,1.0,307.0,,,,,,,,,62.0,,,,
75,2020-03-07,0,31.0,3535.0,6.0,17.0,14.0,1762.0,1773.0,4.0,2.0,15.0,1879.0,10.0,5.0,806.0,1073.0
75,2020-03-07,A,5.0,627.0,,,,,,,,2.0,523.0,,,,
75,2020-03-07,B,9.0,1168.0,1.0,,,,,,,7.0,749.0,,,,
75,2020-03-07,C,12.0,711.0,3.0,,,,,,,3.0,312.0,,,,
75,2020-03-07,D,2.0,361.0,,,,,,,,2.0,102.0,,,,
75,2020-03-07,E,3.0,668.0,2.0,,,,,,,1.0,193.0,,,,
76,2020-03-07,0,5.0,4022.0,4.0,2.0,3.0,2093.0,1929.0,2.0,2.0,,728.0,,,304.0,418.0
76,2020-03-07,A,3.0,861.0,3.0,,,,,,,,259.0,,,,
76,2020-03-07,B,,1487.0,,,,,,,,,254.0,,,,
76,2020-03-07,C,1.0,775.0,,,,,,,,,105.0,,,,
76,2020-03-07,D,1.0,351.0,1.0,,,,,,,,34.0,,,,
76,2020-03-07,E,,548.0,,,,,,,,,76.0,,,,
84,2020-03-07,0,5.0,4863.0,4.0,3.0,2.0,2521.0,2342.0,3.0,1.0,5.0,1272.0,1.0,4.0,562.0,702.0
84,2020-03-07,A,,1078.0,,,,,,,,,365.0,,,,
84,2020-03-07,B,,1872.0,,,,,,,,,491.0,,,,
84,2020-03-07,C,1.0,894.0,1.0,,,,,,,4.0,188.0,,,,
84,2020-03-07,D,1.0,403.0,1.0,,,,,,,,69.0,,,,
84,2020-03-07,E,3.0,616.0,2.0,,,,,,,1.0,159.0,,,,
93,2020-03-07,0,37.0,3979.0,19.0,19.0,18.0,2047.0,1931.0,8.0,11.0,3.0,1115.0,1.0,2.0,474.0,637.0
93,2020-03-07,A,5.0,907.0,2.0,,,,,,,1.0,394.0,,,,
93,2020-03-07,B,13.0,1419.0,4.0,,,,,,,2.0,350.0,,,,
93,2020-03-07,C,7.0,731.0,2.0,,,,,,,,166.0,,,,
93,2020-03-07,D,3.0,326.0,2.0,,,,,,,,66.0,,,,
93,2020-03-07,E,9.0,596.0,9.0,,,,,,,,137.0,,,,
94,2020-03-07,0,21.0,226.0,21.0,12.0,9.0,123.0,103.0,12.0,9.0,2.0,56.0,2.0,,18.0,35.0
94,2020-03-07,A,5.0,39.0,5.0,,,,,,,,12.0,,,,
94,2020-03-07,B,12.0,91.0,12.0,,,,,,,,18.0,,,,
94,2020-03-07,C,2.0,42.0,2.0,,,,,,,,16.0,,,,
94,2020-03-07,D,,25.0,,,,,,,,2.0,4.0,,,,
94,2020-03-07,E,2.0,29.0,2.0,,,,,,,,3.0,,,,
1,2020-03-08,0,,247.0,,,,119.0,128.0,,,,,,,,
1,2020-03-08,A,,66.0,,,,,,,,,,,,,
1,2020-03-08,B,,83.0,,,,,,,,,,,,,
1,2020-03-08,C,,49.0,,,,,,,,,,,,,
1,2020-03-08,D,,23.0,,,,,,,,,,,,,
1,2020-03-08,E,,26.0,,,,,,,,,,,,,
2,2020-03-08,0,,,,,,,,,,,108.0,,,43.0,65.0
2,2020-03-08,A,,,,,,,,,,,31.0,,,,
2,2020-03-08,B,,,,,,,,,,,29.0,,,,
2,2020-03-08,C,,,,,,,,,,,31.0,,,,
2,2020-03-08,D,,,,,,,,,,,5.0,,,,
2,2020-03-08,E,,,,,,,,,,,12.0,,,,
3,2020-03-08,0,,260.0,,,,138.0,122.0,,,,,,,,
3,2020-03-08,A,,101.0,,,,,,,,,,,,,
3,2020-03-08,B,,115.0,,,,,,,,,,,,,
3,2020-03-08,C,,28.0,,,,,,,,,,,,,
3,2020-03-08,D,,8.0,,,,,,,,,,,,,
3,2020-03-08,E,,8.0,,,,,,,,,,,,,
4,2020-03-08,0,,536.0,,,,308.0,228.0,,,,,,,,
4,2020-03-08,A,,149.0,,,,,,,,,,,,,
4,2020-03-08,B,,200.0,,,,,,,,,,,,,
4,2020-03-08,C,,108.0,,,,,,,,,,,,,
4,2020-03-08,D,,41.0,,,,,,,,,,,,,
4,2020-03-08,E,,38.0,,,,,,,,,,,,,
6,2020-03-08,0,,115.0,,,,66.0,49.0,,,,,,,,
6,2020-03-08,A,,44.0,,,,,,,,,,,,,
6,2020-03-08,B,,44.0,,,,,,,,,,,,,
6,2020-03-08,C,,19.0,,,,,,,,,,,,,
6,2020-03-08,D,,2.0,,,,,,,,,,,,,
6,2020-03-08,E,,6.0,,,,,,,,,,,,,
7,2020-03-08,0,,15.0,,,,9.0,6.0,,,,,,,,
7,2020-03-08,A,,3.0,,,,,,,,,,,,,
7,2020-03-08,B,,9.0,,,,,,,,,,,,,
7,2020-03-08,C,,3.0,,,,,,,,,,,,,
7,2020-03-08,D,,,,,,,,,,,,,,,
7,2020-03-08,E,,,,,,,,,,,,,,,
8,2020-03-08,0,,23.0,,,,8.0,15.0,,,,,,,,
8,2020-03-08,A,,7.0,,,,,,,,,,,,,
8,2020-03-08,B,,12.0,,,,,,,,,,,,,
8,2020-03-08,C,,2.0,,,,,,,,,,,,,
8,2020-03-08,D,,1.0,,,,,,,,,,,,,
8,2020-03-08,E,,1.0,,,,,,,,,,,,,
11,2020-03-08,0,59.0,6746.0,19.0,24.0,35.0,3569.0,3175.0,7.0,12.0,21.0,2627.0,9.0,12.0,1168.0,1452.0
11,2020-03-08,A,2.0,1641.0,,,,,,,,6.0,1109.0,,,,
11,2020-03-08,B,32.0,3018.0,4.0,,,,,,,11.0,949.0,,,,
11,2020-03-08,C,13.0,1150.0,5.0,,,,,,,3.0,340.0,,,,
11,2020-03-08,D,5.0,402.0,4.0,,,,,,,1.0,82.0,,,,
11,2020-03-08,E,7.0,535.0,6.0,,,,,,,,122.0,,,,
24,2020-03-08,0,1.0,1343.0,1.0,1.0,,689.0,654.0,1.0,,,441.0,,,202.0,239.0
24,2020-03-08,A,,282.0,,,,,,,,,156.0,,,,
24,2020-03-08,B,1.0,514.0,1.0,,,,,,,,206.0,,,,
24,2020-03-08,C,,254.0,,,,,,,,,48.0,,,,
24,2020-03-08,D,,97.0,,,,,,,,,11.0,,,,
24,2020-03-08,E,,196.0,,,,,,,,,20.0,,,,
27,2020-03-08,0,46.0,1964.0,20.0,26.0,20.0,1067.0,897.0,12.0,8.0,6.0,466.0,3.0,3.0,206.0,255.0
27,2020-03-08,A,4.0,365.0,,,,,,,,,141.0,,,,
27,2020-03-08,B,19.0,780.0,6.0,,,,,,,2.0,168.0,,,,
27,2020-03-08,C,9.0,377.0,2.0,,,,,,,3.0,85.0,,,,
27,2020-03-08,D,4.0,151.0,2.0,,,,,,,1.0,25.0,,,,
27,2020-03-08,E,10.0,291.0,10.0,,,,,,,,37.0,,,,
28,2020-03-08,0,2.0,2012.0,1.0,,2.0,1022.0,989.0,,1.0,1.0,688.0,,1.0,316.0,372.0
28,2020-03-08,A,,465.0,,,,,,,,,276.0,,,,
28,2020-03-08,B,2.0,809.0,1.0,,,,,,,,257.0,,,,
28,2020-03-08,C,,345.0,,,,,,,,,97.0,,,,
28,2020-03-08,D,,149.0,,,,,,,,1.0,23.0,,,,
28,2020-03-08,E,,244.0,,,,,,,,,35.0,,,,
32,2020-03-08,0,19.0,3160.0,3.0,11.0,8.0,1621.0,1539.0,1.0,2.0,3.0,1176.0,2.0,1.0,530.0,646.0
32,2020-03-08,A,,801.0,,,,,,,,1.0,549.0,,,,
32,2020-03-08,B,9.0,1328.0,2.0,,,,,,,1.0,444.0,,,,
32,2020-03-08,C,8.0,511.0,1.0,,,,,,,1.0,106.0,,,,
32,2020-03-08,D,1.0,195.0,,,,,,,,,26.0,,,,
32,2020-03-08,E,1.0,325.0,,,,,,,,,48.0,,,,
44,2020-03-08,0,30.0,3265.0,13.0,9.0,21.0,1679.0,1584.0,3.0,10.0,64.0,1168.0,23.0,41.0,513.0,655.0
44,2020-03-08,A,2.0,771.0,,,,,,,,21.0,412.0,,,,
44,2020-03-08,B,8.0,1190.0,1.0,,,,,,,26.0,441.0,,,,
44,2020-03-08,C,8.0,577.0,3.0,,,,,,,12.0,156.0,,,,
44,2020-03-08,D,7.0,254.0,5.0,,,,,,,2.0,55.0,,,,
44,2020-03-08,E,5.0,473.0,4.0,,,,,,,3.0,97.0,,,,
52,2020-03-08,0,24.0,1545.0,13.0,10.0,14.0,828.0,716.0,6.0,7.0,1.0,686.0,1.0,,303.0,380.0
52,2020-03-08,A,1.0,349.0,1.0,,,,,,,,251.0,,,,
52,2020-03-08,B,9.0,661.0,2.0,,,,,,,,233.0,,,,
52,2020-03-08,C,7.0,247.0,3.0,,,,,,,1.0,97.0,,,,
52,2020-03-08,D,2.0,98.0,2.0,,,,,,,,33.0,,,,
52,2020-03-08,E,5.0,190.0,5.0,,,,,,,,72.0,,,,
53,2020-03-08,0,15.0,1767.0,,8.0,7.0,935.0,832.0,,,3.0,640.0,1.0,2.0,268.0,372.0
53,2020-03-08,A,9.0,423.0,,,,,,,,,236.0,,,,
53,2020-03-08,B,3.0,682.0,,,,,,,,2.0,209.0,,,,
53,2020-03-08,C,2.0,285.0,,,,,,,,1.0,83.0,,,,
53,2020-03-08,D,1.0,149.0,,,,,,,,,31.0,,,,
53,2020-03-08,E,,227.0,,,,,,,,,81.0,,,,
75,2020-03-08,0,27.0,3473.0,8.0,12.0,15.0,1825.0,1647.0,4.0,4.0,17.0,1752.0,10.0,7.0,762.0,990.0
75,2020-03-08,A,3.0,684.0,,,,,,,,,562.0,,,,
75,2020-03-08,B,9.0,1303.0,,,,,,,,10.0,680.0,,,,
75,2020-03-08,C,10.0,652.0,5.0,,,,,,,6.0,277.0,,,,
75,2020-03-08,D,3.0,281.0,1.0,,,,,,,,76.0,,,,
75,2020-03-08,E,2.0,552.0,2.0,,,,,,,1.0,156.0,,,,
76,2020-03-08,0,8.0,4086.0,8.0,4.0,4.0,2146.0,1940.0,4.0,4.0,,780.0,,,317.0,450.0
76,2020-03-08,A,2.0,1009.0,2.0,,,,,,,,318.0,,,,
76,2020-03-08,B,,1533.0,,,,,,,,,285.0,,,,
76,2020-03-08,C,1.0,743.0,1.0,,,,,,,,103.0,,,,
76,2020-03-08,D,1.0,288.0,1.0,,,,,,,,17.0,,,,
76,2020-03-08,E,4.0,513.0,4.0,,,,,,,,57.0,,,,
84,2020-03-08,0,7.0,4843.0,3.0,5.0,2.0,2553.0,2289.0,3.0,,2.0,1271.0,1.0,1.0,565.0,689.0
84,2020-03-08,A,,1095.0,,,,,,,,,386.0,,,,
84,2020-03-08,B,2.0,1997.0,,,,,,,,1.0,496.0,,,,
84,2020-03-08,C,,882.0,,,,,,,,,186.0,,,,
84,2020-03-08,D,4.0,326.0,2.0,,,,,,,,61.0,,,,
84,2020-03-08,E,1.0,543.0,1.0,,,,,,,1.0,138.0,,,,
93,2020-03-08,0,42.0,3886.0,25.0,26.0,16.0,2086.0,1800.0,15.0,10.0,7.0,1084.0,6.0,1.0,448.0,635.0
93,2020-03-08,A,2.0,1006.0,2.0,,,,,,,2.0,445.0,,,,
93,2020-03-08,B,13.0,1425.0,4.0,,,,,,,2.0,321.0,,,,
93,2020-03-08,C,12.0,694.0,6.0,,,,,,,1.0,149.0,,,,
93,2020-03-08,D,5.0,275.0,4.0,,,,,,,1.0,54.0,,,,
93,2020-03-08,E,10.0,486.0,9.0,,,,,,,1.0,111.0,,,,
94,2020-03-08,0,15.0,211.0,15.0,7.0,8.0,115.0,95.0,7.0,8.0,,25.0,,,13.0,12.0
94,2020-03-08,A,,35.0,,,,,,,,,7.0,,,,
94,2020-03-08,B,10.0,85.0,10.0,,,,,,,,6.0,,,,
94,2020-03-08,C,3.0,39.0,3.0,,,,,,,,6.0,,,,
94,2020-03-08,D,1.0,26.0,1.0,,,,,,,,5.0,,,,
94,2020-03-08,E,1.0,26.0,1.0,,,,,,,,1.0,,,,
1,2020-03-09,0,,283.0,,,,141.0,142.0,,,,,,,,
1,2020-03-09,A,,85.0,,,,,,,,,,,,,
1,2020-03-09,B,,89.0,,,,,,,,,,,,,
1,2020-03-09,C,,62.0,,,,,,,,,,,,,
1,2020-03-09,D,,17.0,,,,,,,,,,,,,
1,2020-03-09,E,,30.0,,,,,,,,,,,,,
2,2020-03-09,0,,,,,,,,,,,169.0,,,63.0,106.0
2,2020-03-09,A,,,,,,,,,,,47.0,,,,
2,2020-03-09,B,,,,,,,,,,,50.0,,,,
2,2020-03-09,C,,,,,,,,,,,39.0,,,,
2,2020-03-09,D,,,,,,,,,,,10.0,,,,
