dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
02,2020-03-03,0.0,14.0,470.0,0.0,2.0,12.0,242.0,228.0,0.0,0.0,0.0,350.0,0.0,0.0,138.0,212.0
02,2020-03-04,0.0,3.0,369.0,0.0,3.0,0.0,202.0,167.0,0.0,0.0,0.0,353.0,0.0,0.0,151.0,202.0
02,2020-03-05,0.0,5.0,426.0,1.0,1.0,4.0,209.0,217.0,1.0,0.0,0.0,374.0,0.0,0.0,176.0,198.0
02,2020-03-06,0.0,9.0,411.0,1.0,2.0,7.0,215.0,196.0,0.0,1.0,1.0,378.0,0.0,1.0,180.0,198.0
02,2020-03-07,0.0,12.0,374.0,2.0,2.0,10.0,191.0,182.0,1.0,1.0,0.0,263.0,0.0,0.0,114.0,149.0
02,2020-03-08,0.0,5.0,374.0,2.0,3.0,2.0,177.0,197.0,1.0,1.0,1.0,189.0,0.0,1.0,78.0,111.0
02,2020-03-09,0.0,15.0,506.0,3.0,7.0,8.0,262.0,244.0,1.0,2.0,3.0,456.0,1.0,2.0,210.0,246.0
02,2020-03-10,0.0,15.0,438.0,5.0,6.0,9.0,226.0,212.0,2.0,3.0,2.0,353.0,2.0,0.0,166.0,187.0
02,2020-03-11,0.0,22.0,378.0,10.0,12.0,10.0,208.0,170.0,7.0,3.0,1.0,405.0,0.0,1.0,179.0,226.0
02,2020-03-12,0.0,12.0,404.0,4.0,1.0,11.0,214.0,190.0,0.0,4.0,3.0,405.0,1.0,2.0,157.0,248.0
02,2020-03-13,0.0,7.0,352.0,0.0,1.0,6.0,182.0,170.0,0.0,0.0,12.0,411.0,5.0,7.0,168.0,243.0
02,2020-03-14,0.0,12.0,324.0,3.0,3.0,9.0,167.0,157.0,1.0,2.0,4.0,386.0,2.0,2.0,170.0,216.0
02,2020-03-15,0.0,5.0,293.0,2.0,5.0,0.0,149.0,144.0,2.0,0.0,8.0,215.0,0.0,8.0,98.0,117.0
02,2020-03-16,0.0,15.0,257.0,4.0,7.0,8.0,139.0,118.0,3.0,1.0,10.0,311.0,5.0,5.0,154.0,157.0
02,2020-03-17,0.0,22.0,253.0,4.0,4.0,18.0,148.0,105.0,0.0,4.0,11.0,288.0,5.0,6.0,135.0,153.0
02,2020-03-18,0.0,5.0,195.0,0.0,3.0,2.0,107.0,88.0,0.0,0.0,19.0,241.0,9.0,10.0,108.0,133.0
03,2020-02-24,0.0,0.0,223.0,0.0,0.0,0.0,108.0,115.0,0.0,0.0,,,,,,
03,2020-02-25,0.0,0.0,172.0,0.0,0.0,0.0,111.0,61.0,0.0,0.0,,,,,,
03,2020-02-26,0.0,0.0,197.0,0.0,0.0,0.0,103.0,94.0,0.0,0.0,,,,,,
03,2020-02-27,0.0,0.0,170.0,0.0,0.0,0.0,84.0,86.0,0.0,0.0,,,,,,
03,2020-02-28,0.0,0.0,189.0,0.0,0.0,0.0,93.0,96.0,0.0,0.0,,,,,,
03,2020-02-29,0.0,0.0,160.0,0.0,0.0,0.0,78.0,82.0,0.0,0.0,,,,,,
03,2020-03-01,0.0,0.0,176.0,0.0,0.0,0.0,97.0,79.0,0.0,0.0,,,,,,
03,2020-03-02,0.0,0.0,212.0,0.0,0.0,0.0,106.0,106.0,0.0,0.0,,,,,,
03,2020-03-03,0.0,0.0,172.0,0.0,0.0,0.0,85.0,87.0,0.0,0.0,,,,,,
03,2020-03-04,0.0,0.0,175.0,0.0,0.0,0.0,93.0,82.0,0.0,0.0,,,,,,
03,2020-03-05,0.0,0.0,175.0,0.0,0.0,0.0,90.0,85.0,0.0,0.0,,,,,,
03,2020-03-06,0.0,0.0,151.0,0.0,0.0,0.0,70.0,81.0,0.0,0.0,,,,,,
03,2020-03-07,0.0,0.0,154.0,0.0,0.0,0.0,84.0,70.0,0.0,0.0,,,,,,
03,2020-03-08,0.0,0.0,156.0,0.0,0.0,0.0,84.0,72.0,0.0,0.0,,,,,,
03,2020-03-09,0.0,11.0,231.0,11.0,3.0,8.0,120.0,111.0,3.0,8.0,,,,,,
03,2020-03-10,0.0,8.0,204.0,8.0,6.0,2.0,114.0,90.0,6.0,2.0,,,,,,
03,2020-03-11,0.0,6.0,205.0,6.0,5.0,1.0,106.0,99.0,5.0,1.0,,,,,,
03,2020-03-12,0.0,3.0,175.0,3.0,3.0,0.0,101.0,74.0,3.0,0.0,,,,,,
03,2020-03-13,0.0,0.0,161.0,0.0,0.0,0.0,75.0,86.0,0.0,0.0,,,,,,
03,2020-03-14,0.0,1.0,136.0,0.0,0.0,1.0,66.0,70.0,0.0,0.0,,,,,,
03,2020-03-15,0.0,1.0,128.0,0.0,1.0,0.0,72.0,56.0,0.0,0.0,,,,,,
03,2020-03-16,0.0,9.0,105.0,0.0,1.0,8.0,48.0,57.0,0.0,0.0,,,,,,
03,2020-03-17,0.0,19.0,97.0,4.0,6.0,13.0,41.0,56.0,1.0,3.0,,,,,,
03,2020-03-18,0.0,1.0,55.0,1.0,1.0,0.0,30.0,25.0,1.0,0.0,,,,,,
04,2020-02-24,0.0,0.0,196.0,0.0,0.0,0.0,102.0,94.0,0.0,0.0,,,,,,
04,2020-02-25,0.0,0.0,188.0,0.0,0.0,0.0,105.0,83.0,0.0,0.0,,,,,,
04,2020-02-26,0.0,0.0,164.0,0.0,0.0,0.0,83.0,81.0,0.0,0.0,,,,,,
04,2020-02-27,0.0,0.0,179.0,0.0,0.0,0.0,82.0,97.0,0.0,0.0,,,,,,
04,2020-02-28,0.0,0.0,161.0,0.0,0.0,0.0,82.0,79.0,0.0,0.0,,,,,,
04,2020-02-29,0.0,0.0,170.0,0.0,0.0,0.0,84.0,86.0,0.0,0.0,,,,,,
04,2020-03-01,0.0,0.0,157.0,0.0,0.0,0.0,85.0,72.0,0.0,0.0,,,,,,
04,2020-03-02,0.0,0.0,189.0,0.0,0.0,0.0,99.0,90.0,0.0,0.0,,,,,,
04,2020-03-03,0.0,0.0,169.0,0.0,0.0,0.0,84.0,85.0,0.0,0.0,,,,,,
04,2020-03-04,0.0,0.0,169.0,0.0,0.0,0.0,85.0,84.0,0.0,0.0,,,,,,
04,2020-03-05,0.0,0.0,168.0,0.0,0.0,0.0,86.0,82.0,0.0,0.0,,,,,,
04,2020-03-06,0.0,0.0,183.0,0.0,0.0,0.0,94.0,89.0,0.0,0.0,,,,,,
04,2020-03-07,0.0,0.0,193.0,0.0,0.0,0.0,98.0,95.0,0.0,0.0,,,,,,
04,2020-03-08,0.0,0.0,141.0,0.0,0.0,0.0,73.0,68.0,0.0,0.0,,,,,,
04,2020-03-09,0.0,1.0,205.0,1.0,1.0,0.0,109.0,96.0,1.0,0.0,,,,,,
04,2020-03-10,0.0,1.0,171.0,1.0,1.0,0.0,95.0,76.0,1.0,0.0,,,,,,
04,2020-03-11,0.0,0.0,168.0,0.0,0.0,0.0,80.0,88.0,0.0,0.0,,,,,,
04,2020-03-12,0.0,0.0,148.0,0.0,0.0,0.0,83.0,65.0,0.0,0.0,,,,,,
04,2020-03-13,0.0,2.0,139.0,1.0,2.0,0.0,73.0,66.0,1.0,0.0,,,,,,
04,2020-03-14,0.0,4.0,143.0,3.0,1.0,3.0,72.0,71.0,1.0,2.0,,,,,,
04,2020-03-15,0.0,0.0,144.0,0.0,0.0,0.0,75.0,69.0,0.0,0.0,,,,,,
04,2020-03-16,0.0,0.0,122.0,0.0,0.0,0.0,47.0,75.0,0.0,0.0,,,,,,
04,2020-03-17,0.0,2.0,85.0,2.0,1.0,1.0,50.0,35.0,1.0,1.0,,,,,,
04,2020-03-18,0.0,1.0,108.0,1.0,1.0,0.0,64.0,44.0,1.0,0.0,,,,,,
05,2020-02-24,0.0,0.0,231.0,0.0,0.0,0.0,129.0,102.0,0.0,0.0,,,,,,
05,2020-02-25,0.0,0.0,215.0,0.0,0.0,0.0,117.0,98.0,0.0,0.0,,,,,,
05,2020-02-26,0.0,0.0,203.0,0.0,0.0,0.0,111.0,92.0,0.0,0.0,,,,,,
05,2020-02-27,0.0,0.0,192.0,0.0,0.0,0.0,103.0,89.0,0.0,0.0,,,,,,
05,2020-02-28,0.0,0.0,202.0,0.0,0.0,0.0,103.0,99.0,0.0,0.0,,,,,,
05,2020-02-29,0.0,0.0,171.0,0.0,0.0,0.0,93.0,78.0,0.0,0.0,,,,,,
05,2020-03-01,0.0,0.0,197.0,0.0,0.0,0.0,102.0,95.0,0.0,0.0,,,,,,
05,2020-03-02,0.0,0.0,130.0,0.0,0.0,0.0,64.0,66.0,0.0,0.0,,,,,,
05,2020-03-03,0.0,1.0,144.0,1.0,0.0,1.0,74.0,70.0,0.0,1.0,,,,,,
05,2020-03-04,0.0,3.0,164.0,3.0,1.0,2.0,81.0,83.0,1.0,2.0,,,,,,
05,2020-03-05,0.0,2.0,135.0,2.0,1.0,1.0,83.0,52.0,1.0,1.0,,,,,,
05,2020-03-06,0.0,2.0,154.0,1.0,1.0,1.0,77.0,77.0,1.0,0.0,,,,,,
05,2020-03-07,0.0,7.0,218.0,1.0,4.0,3.0,118.0,100.0,1.0,0.0,,,,,,
05,2020-03-08,0.0,9.0,220.0,1.0,7.0,2.0,117.0,103.0,1.0,0.0,,,,,,
05,2020-03-09,0.0,23.0,187.0,3.0,11.0,12.0,89.0,98.0,2.0,1.0,,,,,,
05,2020-03-10,0.0,14.0,144.0,0.0,5.0,9.0,73.0,71.0,0.0,0.0,,,,,,
05,2020-03-11,0.0,4.0,165.0,2.0,3.0,1.0,91.0,74.0,2.0,0.0,,,,,,
05,2020-03-12,0.0,23.0,166.0,1.0,8.0,15.0,86.0,80.0,0.0,1.0,,,,,,
05,2020-03-13,0.0,10.0,145.0,1.0,3.0,7.0,72.0,73.0,1.0,0.0,,,,,,
05,2020-03-14,0.0,14.0,173.0,3.0,3.0,11.0,83.0,90.0,0.0,3.0,,,,,,
05,2020-03-15,0.0,2.0,114.0,1.0,1.0,1.0,56.0,58.0,1.0,0.0,,,,,,
05,2020-03-16,0.0,0.0,69.0,0.0,0.0,0.0,42.0,27.0,0.0,0.0,,,,,,
05,2020-03-17,0.0,15.0,71.0,1.0,3.0,12.0,32.0,39.0,0.0,1.0,,,,,,
05,2020-03-18,0.0,14.0,57.0,4.0,6.0,8.0,29.0,28.0,3.0,1.0,,,,,,
06,2020-02-24,0.0,0.0,1050.0,0.0,0.0,0.0,547.0,501.0,0.0,0.0,0.0,171.0,0.0,0.0,62.0,109.0
06,2020-02-25,0.0,0.0,910.0,0.0,0.0,0.0,479.0,431.0,0.0,0.0,0.0,170.0,0.0,0.0,80.0,90.0
06,2020-02-26,0.0,0.0,881.0,0.0,0.0,0.0,451.0,430.0,0.0,0.0,0.0,104.0,0.0,0.0,46.0,58.0
06,2020-02-27,0.0,0.0,911.0,0.0,0.0,0.0,496.0,415.0,0.0,0.0,0.0,135.0,0.0,0.0,55.0,80.0
06,2020-02-28,0.0,3.0,928.0,3.0,1.0,2.0,486.0,442.0,1.0,2.0,0.0,141.0,0.0,0.0,49.0,92.0
06,2020-02-29,0.0,4.0,895.0,0.0,2.0,2.0,476.0,418.0,0.0,0.0,0.0,260.0,0.0,0.0,106.0,154.0
06,2020-03-01,0.0,2.0,893.0,2.0,0.0,2.0,473.0,420.0,0.0,2.0,0.0,201.0,0.0,0.0,102.0,99.0
06,2020-03-02,0.0,3.0,937.0,2.0,2.0,1.0,471.0,464.0,2.0,0.0,0.0,155.0,0.0,0.0,68.0,87.0
06,2020-03-03,0.0,1.0,841.0,1.0,1.0,0.0,438.0,403.0,1.0,0.0,0.0,199.0,0.0,0.0,86.0,113.0
06,2020-03-04,0.0,2.0,883.0,2.0,1.0,1.0,444.0,439.0,1.0,1.0,0.0,169.0,0.0,0.0,66.0,103.0
06,2020-03-05,0.0,6.0,845.0,6.0,4.0,2.0,413.0,431.0,4.0,2.0,0.0,197.0,0.0,0.0,75.0,122.0
06,2020-03-06,0.0,10.0,855.0,8.0,6.0,4.0,453.0,400.0,5.0,3.0,0.0,149.0,0.0,0.0,68.0,81.0
06,2020-03-07,0.0,28.0,904.0,16.0,14.0,14.0,478.0,426.0,6.0,10.0,0.0,171.0,0.0,0.0,89.0,82.0
06,2020-03-08,0.0,27.0,888.0,18.0,16.0,11.0,483.0,405.0,11.0,7.0,0.0,181.0,0.0,0.0,69.0,112.0
06,2020-03-09,0.0,33.0,1020.0,25.0,16.0,17.0,521.0,499.0,14.0,11.0,0.0,183.0,0.0,0.0,82.0,101.0
06,2020-03-10,0.0,22.0,806.0,17.0,10.0,12.0,422.0,383.0,9.0,8.0,0.0,207.0,0.0,0.0,101.0,106.0
06,2020-03-11,0.0,46.0,862.0,40.0,22.0,24.0,458.0,404.0,19.0,21.0,0.0,132.0,0.0,0.0,55.0,77.0
06,2020-03-12,0.0,19.0,880.0,17.0,9.0,10.0,465.0,415.0,7.0,10.0,0.0,161.0,0.0,0.0,58.0,103.0
06,2020-03-13,0.0,71.0,785.0,61.0,38.0,33.0,399.0,386.0,34.0,27.0,0.0,101.0,0.0,0.0,45.0,56.0
06,2020-03-14,0.0,44.0,778.0,35.0,18.0,26.0,412.0,366.0,15.0,20.0,0.0,230.0,0.0,0.0,89.0,141.0
06,2020-03-15,0.0,25.0,662.0,20.0,15.0,10.0,324.0,338.0,12.0,8.0,0.0,200.0,0.0,0.0,82.0,118.0
06,2020-03-16,0.0,36.0,613.0,27.0,15.0,21.0,337.0,276.0,11.0,16.0,1.0,178.0,0.0,1.0,66.0,112.0
06,2020-03-17,0.0,50.0,608.0,35.0,26.0,24.0,335.0,272.0,20.0,15.0,13.0,168.0,7.0,6.0,71.0,97.0
06,2020-03-18,0.0,37.0,520.0,18.0,13.0,24.0,272.0,247.0,9.0,9.0,2.0,143.0,0.0,2.0,54.0,89.0
07,2020-02-24,0.0,0.0,184.0,0.0,0.0,0.0,89.0,95.0,0.0,0.0,,,,,,
07,2020-02-25,0.0,0.0,159.0,0.0,0.0,0.0,84.0,75.0,0.0,0.0,,,,,,
07,2020-02-26,0.0,0.0,174.0,0.0,0.0,0.0,86.0,88.0,0.0,0.0,,,,,,
07,2020-02-27,0.0,0.0,151.0,0.0,0.0,0.0,79.0,72.0,0.0,0.0,,,,,,
07,2020-02-28,0.0,0.0,160.0,0.0,0.0,0.0,84.0,76.0,0.0,0.0,,,,,,
07,2020-02-29,0.0,0.0,143.0,0.0,0.0,0.0,76.0,67.0,0.0,0.0,,,,,,
07,2020-03-01,0.0,0.0,158.0,0.0,0.0,0.0,87.0,71.0,0.0,0.0,,,,,,
07,2020-03-02,0.0,1.0,183.0,0.0,1.0,0.0,102.0,81.0,0.0,0.0,,,,,,
07,2020-03-03,0.0,1.0,133.0,0.0,0.0,1.0,61.0,72.0,0.0,0.0,,,,,,
07,2020-03-04,0.0,0.0,129.0,0.0,0.0,0.0,71.0,58.0,0.0,0.0,,,,,,
07,2020-03-05,0.0,0.0,140.0,0.0,0.0,0.0,68.0,72.0,0.0,0.0,,,,,,
07,2020-03-06,0.0,0.0,145.0,0.0,0.0,0.0,79.0,66.0,0.0,0.0,,,,,,
07,2020-03-07,0.0,0.0,128.0,0.0,0.0,0.0,60.0,68.0,0.0,0.0,,,,,,
07,2020-03-08,0.0,0.0,162.0,0.0,0.0,0.0,85.0,77.0,0.0,0.0,,,,,,
07,2020-03-09,0.0,0.0,126.0,0.0,0.0,0.0,66.0,60.0,0.0,0.0,,,,,,
07,2020-03-10,0.0,0.0,138.0,0.0,0.0,0.0,65.0,73.0,0.0,0.0,,,,,,
07,2020-03-11,0.0,2.0,159.0,0.0,1.0,1.0,91.0,68.0,0.0,0.0,,,,,,
07,2020-03-12,0.0,0.0,174.0,0.0,0.0,0.0,82.0,92.0,0.0,0.0,,,,,,
07,2020-03-13,0.0,1.0,138.0,0.0,1.0,0.0,62.0,76.0,0.0,0.0,,,,,,
07,2020-03-14,0.0,1.0,130.0,0.0,1.0,0.0,70.0,60.0,0.0,0.0,,,,,,
07,2020-03-15,0.0,0.0,120.0,0.0,0.0,0.0,61.0,59.0,0.0,0.0,,,,,,
07,2020-03-16,0.0,2.0,120.0,0.0,1.0,1.0,57.0,63.0,0.0,0.0,,,,,,
07,2020-03-17,0.0,2.0,112.0,0.0,0.0,2.0,58.0,54.0,0.0,0.0,,,,,,
07,2020-03-18,0.0,5.0,91.0,0.0,2.0,3.0,40.0,51.0,0.0,0.0,,,,,,
08,2020-02-24,0.0,0.0,267.0,0.0,0.0,0.0,142.0,125.0,0.0,0.0,,,,,,
08,2020-02-25,0.0,0.0,251.0,0.0,0.0,0.0,110.0,141.0,0.0,0.0,,,,,,
08,2020-02-26,0.0,0.0,253.0,0.0,0.0,0.0,131.0,122.0,0.0,0.0,,,,,,
08,2020-02-27,0.0,0.0,205.0,0.0,0.0,0.0,98.0,107.0,0.0,0.0,,,,,,
08,2020-02-28,0.0,0.0,247.0,0.0,0.0,0.0,118.0,129.0,0.0,0.0,,,,,,
08,2020-02-29,0.0,0.0,234.0,0.0,0.0,0.0,103.0,131.0,0.0,0.0,,,,,,
08,2020-03-01,0.0,0.0,220.0,0.0,0.0,0.0,112.0,108.0,0.0,0.0,,,,,,
08,2020-03-02,0.0,0.0,276.0,0.0,0.0,0.0,154.0,122.0,0.0,0.0,,,,,,
08,2020-03-03,0.0,0.0,243.0,0.0,0.0,0.0,124.0,119.0,0.0,0.0,,,,,,
08,2020-03-04,0.0,0.0,219.0,0.0,0.0,0.0,129.0,90.0,0.0,0.0,,,,,,
08,2020-03-05,0.0,0.0,233.0,0.0,0.0,0.0,103.0,130.0,0.0,0.0,,,,,,
08,2020-03-06,0.0,0.0,243.0,0.0,0.0,0.0,125.0,118.0,0.0,0.0,,,,,,
08,2020-03-07,0.0,0.0,245.0,0.0,0.0,0.0,129.0,116.0,0.0,0.0,,,,,,
08,2020-03-08,0.0,1.0,227.0,0.0,1.0,0.0,116.0,111.0,0.0,0.0,,,,,,
08,2020-03-09,0.0,0.0,236.0,0.0,0.0,0.0,126.0,110.0,0.0,0.0,,,,,,
08,2020-03-10,0.0,0.0,197.0,0.0,0.0,0.0,108.0,89.0,0.0,0.0,,,,,,
08,2020-03-11,0.0,0.0,235.0,0.0,0.0,0.0,138.0,97.0,0.0,0.0,,,,,,
08,2020-03-12,0.0,0.0,193.0,0.0,0.0,0.0,88.0,105.0,0.0,0.0,,,,,,
08,2020-03-13,0.0,0.0,193.0,0.0,0.0,0.0,104.0,89.0,0.0,0.0,,,,,,
08,2020-03-14,0.0,0.0,211.0,0.0,0.0,0.0,108.0,103.0,0.0,0.0,,,,,,
08,2020-03-15,0.0,1.0,185.0,0.0,1.0,0.0,121.0,64.0,0.0,0.0,,,,,,
08,2020-03-16,0.0,0.0,161.0,0.0,0.0,0.0,86.0,75.0,0.0,0.0,,,,,,
08,2020-03-17,0.0,0.0,150.0,0.0,0.0,0.0,86.0,64.0,0.0,0.0,,,,,,
08,2020-03-18,0.0,0.0,139.0,0.0,0.0,0.0,66.0,73.0,0.0,0.0,,,,,,
09,2020-02-24,0.0,0.0,164.0,0.0,0.0,0.0,84.0,80.0,0.0,0.0,,,,,,
09,2020-02-25,0.0,0.0,142.0,0.0,0.0,0.0,70.0,72.0,0.0,0.0,,,,,,
09,2020-02-26,0.0,0.0,126.0,0.0,0.0,0.0,61.0,65.0,0.0,0.0,,,,,,
09,2020-02-27,0.0,0.0,120.0,0.0,0.0,0.0,70.0,50.0,0.0,0.0,,,,,,
09,2020-02-28,0.0,0.0,136.0,0.0,0.0,0.0,66.0,70.0,0.0,0.0,,,,,,
09,2020-02-29,0.0,0.0,149.0,0.0,0.0,0.0,84.0,65.0,0.0,0.0,,,,,,
09,2020-03-01,0.0,0.0,138.0,0.0,0.0,0.0,73.0,65.0,0.0,0.0,,,,,,
09,2020-03-02,0.0,0.0,142.0,0.0,0.0,0.0,75.0,67.0,0.0,0.0,,,,,,
09,2020-03-03,0.0,0.0,121.0,0.0,0.0,0.0,60.0,61.0,0.0,0.0,,,,,,
09,2020-03-04,0.0,0.0,123.0,0.0,0.0,0.0,69.0,54.0,0.0,0.0,,,,,,
09,2020-03-05,0.0,0.0,121.0,0.0,0.0,0.0,48.0,73.0,0.0,0.0,,,,,,
09,2020-03-06,0.0,0.0,128.0,0.0,0.0,0.0,65.0,63.0,0.0,0.0,,,,,,
09,2020-03-07,0.0,0.0,122.0,0.0,0.0,0.0,59.0,63.0,0.0,0.0,,,,,,
09,2020-03-08,0.0,0.0,144.0,0.0,0.0,0.0,75.0,69.0,0.0,0.0,,,,,,
09,2020-03-09,0.0,0.0,122.0,0.0,0.0,0.0,60.0,62.0,0.0,0.0,,,,,,
09,2020-03-10,0.0,0.0,108.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,,,,,,
09,2020-03-11,0.0,2.0,132.0,0.0,1.0,1.0,73.0,59.0,0.0,0.0,,,,,,
09,2020-03-12,0.0,1.0,138.0,0.0,1.0,0.0,69.0,69.0,0.0,0.0,,,,,,
09,2020-03-13,0.0,2.0,112.0,0.0,0.0,2.0,57.0,55.0,0.0,0.0,,,,,,
09,2020-03-14,0.0,0.0,122.0,0.0,0.0,0.0,69.0,53.0,0.0,0.0,,,,,,
09,2020-03-15,0.0,7.0,102.0,1.0,4.0,3.0,60.0,42.0,0.0,1.0,,,,,,
09,2020-03-16,0.0,3.0,75.0,1.0,0.0,3.0,46.0,29.0,0.0,1.0,,,,,,
09,2020-03-17,0.0,0.0,45.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,,,,,,
09,2020-03-18,0.0,1.0,53.0,0.0,0.0,1.0,33.0,20.0,0.0,0.0,,,,,,
10,2020-02-24,0.0,0.0,203.0,0.0,0.0,0.0,97.0,105.0,0.0,0.0,0.0,112.0,0.0,0.0,46.0,66.0
10,2020-02-25,0.0,0.0,194.0,0.0,0.0,0.0,102.0,92.0,0.0,0.0,0.0,137.0,0.0,0.0,61.0,76.0
10,2020-02-26,0.0,0.0,209.0,0.0,0.0,0.0,108.0,101.0,0.0,0.0,0.0,142.0,0.0,0.0,56.0,86.0
10,2020-02-27,0.0,0.0,205.0,0.0,0.0,0.0,107.0,98.0,0.0,0.0,0.0,116.0,0.0,0.0,55.0,61.0
10,2020-02-28,0.0,0.0,177.0,0.0,0.0,0.0,79.0,98.0,0.0,0.0,0.0,102.0,0.0,0.0,52.0,50.0
10,2020-02-29,0.0,0.0,203.0,0.0,0.0,0.0,97.0,106.0,0.0,0.0,0.0,190.0,0.0,0.0,78.0,112.0
10,2020-03-01,0.0,0.0,187.0,0.0,0.0,0.0,85.0,102.0,0.0,0.0,0.0,157.0,0.0,0.0,71.0,86.0
10,2020-03-02,0.0,0.0,210.0,0.0,0.0,0.0,103.0,106.0,0.0,0.0,0.0,138.0,0.0,0.0,62.0,76.0
10,2020-03-03,0.0,0.0,198.0,0.0,0.0,0.0,107.0,91.0,0.0,0.0,0.0,150.0,0.0,0.0,59.0,91.0
10,2020-03-04,0.0,0.0,206.0,0.0,0.0,0.0,112.0,93.0,0.0,0.0,1.0,147.0,0.0,1.0,68.0,79.0
10,2020-03-05,0.0,0.0,184.0,0.0,0.0,0.0,77.0,106.0,0.0,0.0,0.0,112.0,0.0,0.0,50.0,62.0
